PL,Week,Week of,Day,Stops,Tier 1,Tier 2,Tier 3,Prospects,Spine Patients,Primary Area,Home Route Days,Finish-early Bonus,Google Maps Route
Coty,W6,2026-09-07,C-W6D3,10,2,1,0,7,4,Howell (7) • Brighton (1) • Milford (1),"R08, R22",McLaren Oakland Center for Spine & Pain Management · Premiere Pediatrics,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=2330%20S%20Milford%20Rd%2C%20ste%20120%20Highland%2C%20Highland%20Charter%20Township%2C%20Michigan%2C%2048357&waypoints=1320%20Byron%20Road%2C%20Howell%2C%20Michigan%2C%2048843%7C1225%20S%20Latson%20Rd%20%23200%2C%20Howell%2C%20Michigan%2C%2048843%7C1225%20S%20Latson%20Rd%20ste%20260%2C%20Howell%2C%20Michigan%2C%2048843%7C1225%20S%20Latson%20Rd%20ste%20260%2C%20Howell%2C%20Michigan%2C%2048843%7C1225%20S%20Latson%20Rd%2C%20Howell%2C%20Michigan%2C%2048843%7C1225%20S%20Latson%20Rd%20%23340%2C%20Howell%2C%20Michigan%2C%2048843%7C1225%20South%20Latson%20Road%2C%20Howell%2C%20Michigan%2C%2048843%7C2305%20Genoa%20Business%20Park%20Dr%2C%20Unit%20170%2C%20Brighton%2C%20Michigan%2C%2048114%7C1435%20N.%20Milford%2C%20ste%20100%2C%20Milford%2C%20MI%2C%2048381
Coty,W6,2026-09-07,C-W6D4,10,6,4,0,0,12,Warren (4) • Sterling Heights (2) • Ferndale (1),"R01, R06, R07, R12, R13, R14",Oakland Primary Care · Saurabh Gupta MD,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=23600%20Harper%20Ave%20ste%20103%20St%20Clair%20Shores%2C%20St.%20Clair%20Shores%2C%20Michigan%2C%2048080&waypoints=911%20E%209%20Mile%20Rd%2C%20Ferndale%2C%20Michigan%2C%2048220%7C28200%20John%20R%20Road%2C%20Madison%20Heights%2C%20MI%2C%2048071%7C2405%20E%2014%20Mile%20Rd%2C%20Sterling%20Heights%2C%20MI%2C%2048310%7C8545%20Common%20Rd%2C%20Ste%20280%2C%20Warren%2C%20Michigan%2C%20480936772%7C11900%20E%2012%20Mile%20Rd%2C%20ste%20201%2C%20Warren%2C%20MI%2C%20480933490%7C14050%2014%20Mile%20Rd%2C%20Warren%2C%20MI%2C%2048088%7C5843%2017%20Mile%20Road%2C%20Sterling%20Heights%2C%20Michigan%2C%2048310%7C23411%20Ryan%20Rd%2C%20Warren%2C%20MI%2C%2048091%7C19959%20Vernier%20Rd%2C%20Suite%20200%2C%20Harper%20Woods%2C%20MI%2C%2048225
Coty,W6,2026-09-07,C-W6D5,10,6,0,0,4,6,Rochester Hills (5) • Sterling Heights (2) • New Baltimore (1),"R09, R13, R19, R20, R23",Cornerstone Internal Medicine · Office of George Nassif MD,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=66440%20Gratiot%20Ave%2C%20Richmond%2C%20Michigan%2C%2048050&waypoints=2710%20S%20Rochester%20Rd%2C%20Ste%204%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C2710%20S%20Rochester%20Rd%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C75%20Barclay%20Cir%20ste%20208%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C1349%20South%20Rochester%20Road%2C%20ste%20205%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C633%20E%20South%20Blvd%20%231200%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C43200%20Dequindre%20Rd.%2C%20Ste%20104%20Sterling%20Heights%2C%20MI%2048314%2C%20United%20States%2C%20Sterling%20Heights%2C%20Michigan%2C%2048314%7C5195%2015%20Mile%20Rd%2C%20Sterling%20Heights%2C%20Michigan%2C%2048310%7C34301%2023%20Mile%20Road%2C%20New%20Baltimore%2C%20MI%2C%2048047%7C58144%20Gratiot%20Ave%2C%20New%20Haven%2C%20Michigan%2C%2048048
Coty,W7,2026-09-14,C-W7D1,10,2,8,0,0,2,Troy (3) • Rochester Hills (3) • Madison Heights (2),"R13, R14, R16, R17, R19, R23, R24",Precise Chiropractic · Prism Medical Group - Family Medicine Ste 240,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=1135%20W%20University%20Dr%20suite%20425%2C%20Rochester%2C%20Michigan%2C%2048307&waypoints=3250%20W%20Big%20Beaver%20Rd%20%23144%2C%20Troy%2C%20Michigan%2C%2048084%7C1627%20W%20Big%20Beaver%20Rd%2C%20Troy%2C%20Michigan%2C%2048084%7C1560%20E%20Maple%20Rd%20ste%20200%2C%20Troy%2C%20Michigan%2C%2048083%7C610%20E%2012%20Mile%20Rd%2C%20Madison%20Heights%2C%20MI%2C%20480712567%7C26505%20John%20R%20Rd%2C%20Madison%20Heights%2C%20MI%2C%2048071%7C3840%2017%20Mile%20Road%2C%20Sterling%20Heights%2C%20Michigan%2C%2048310%7C1701%20South%20Boulevard%20East%2C%20Suite%20290%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C555%20Barclay%20Circle%2C%20ste%20150%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C75%20Barclay%20Cir%2C%20%23230%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307
Coty,W7,2026-09-14,C-W7D2,7,4,3,0,0,8,Saint Clair Shores (2) • Warren (1) • Roseville (1),"R01, R03, R05, R21",ESSENTIAL CARE FAMILY MEDICINE · Henry Ford St. John Center for Wellness,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=46591%20Romeo%20Plank%20Road%2C%20Macomb%2C%20Michigan%2C%2048044&waypoints=27450%20Schoenherr%2C%20ste%20400%2C%20Warren%2C%20Michigan%2C%2048088%7C26390%20Gratiot%20Ave%2C%20Roseville%2C%20Michigan%2C%2048066%7C24911%20Little%20Mack%20Ave%20Ste%20C%2C%20St.%20Clair%20Shores%2C%20Michigan%2C%2048080%7C24800%20Harper%2C%20Saint%20Clair%20Shores%2C%20MI%2C%2048080%7C24100%20Little%20Mack%20Ave%2C%20Saint%20Clair%20Shores%2C%20MI%2C%2048080%7C42621%20Garfield%20Rd%2C%20ste%20108%2C%20Clinton%20Township%2C%20MI%2C%20480385031
Coty,W7,2026-09-14,C-W7D3,5,2,0,0,3,2,City Of The Village Of Clarkston (3) • Brighton (1) • Flint (1),"R15, R22, R27",Clarkston Medical Group Adult & Pediatric Medicine · Troy Primary Care,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=5205%20Norko%20Drive%2C%20Flint%2C%20Michigan%2C%2048507&waypoints=2305%20Genoa%20Business%20Pk%20Dr%2C%20ste%20120%2C%20Brighton%2C%20MI%2C%2048114-7004%7C5625%20Water%20Tower%20Place%20ste%20220%2C%20City%20of%20the%20Village%20of%20Clarkston%2C%20Michigan%2C%2048346%7C5625%20Water%20Tower%20Place%20suite%20210%2C%20City%20of%20the%20Village%20of%20Clarkston%2C%20Michigan%2C%2048346%7C7210%20N%20Main%20St%20suite%20205%2C%20City%20of%20the%20Village%20of%20Clarkston%2C%20Michigan
Coty,W8,2026-09-21,C-W8D1,10,7,3,0,0,10,Roseville (3) • Sterling Heights (2) • Saint Clair Shores (2),"R05, R06, R07, R12",Henry Ford Macomb Health Center - Fraser · Lakeside Internal Medicine,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=21603%20E%2011%20MILE%20RD%2C%20SAINT%20CLAIR%20SHORES%2C%20Michigan&waypoints=33703%20Van%20Dyke%20Ave%2C%20Sterling%20Heihhts%2C%20MI%2C%2048312%7C8244%20Metro%20Parkway%2C%20Sterling%20Heights%2C%20Michigan%2C%2048312%7C13801%2015%20Mile%20Rd%2C%20Sterling%20Heights%2C%20Michigan%2C%2048312%7C15501%20Metro%20Parkway%2C%20Clinton%20Township%2C%20Michigan%2C%2048036%7C11300%20E%2013%20Mile%20Rd%2C%20Suite%201%2C%20Warren%2C%20MI%2C%2048093%7C18303%20E%2010%20Mile%20Rd%20%23500%2C%20Roseville%2C%20Michigan%2C%2048066%7C18285%20East%2010%20Mile%20Road%2C%20Roseville%2C%20Michigan%2C%2048066%7C18325%20E.%2010%20Mile%20Rd%20Suite%20300%2C%20Roseville%2C%20MI%2C%2048066%7C25631%20LITTLE%20MACK%20AVE%20STE%20103%2C%20SAINT%20CLAIR%20SHORES%2C%20Michigan
Coty,W8,2026-09-21,C-W8D2,7,3,3,1,0,5,Troy (2) • Southfield (1) • Berkley (1),"R04, R20, R24",Madison Medical Arts · Macomb Medical Clinic,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=1701%20E%20South%20Blvd%20ste%20240%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307&waypoints=18591%20W%2010%20Mile%20Rd%2C%20SOUTHFIELD%2C%20Michigan%2C%2048075%7C1964%2011%20Mile%20Rd%2C%20Berkley%2C%20MI%2C%2048072%7C4045%20West%2013%20Mile%20Road%2C%20Royal%20Oak%2C%20Michigan%2C%2048073%7C1380%20Coolidge%20Hwy%20suite%20200%2C%20Troy%2C%20Michigan%2C%2048084%7C1200%20W%2012%20Mile%20Rd%2C%20Madison%20Heights%2C%20MI%2C%2048071%7C4101%20John%20R%20Rd%2C%20Troy%2C%20Michigan%2C%2048085
Coty,W8,2026-09-21,C-W8D3,4,2,2,0,0,8,Shelby Township (2) • Sterling Heights (1) • St Clair Shores (1),"R01, R02, R03",Cornerstone Garfield Family Practice - Ascension · Henry Ford Macomb Health Center - Fraser,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=21610%209%20Mile%20Rd%2C%20St%20Clair%20Shores%2C%20MI%2C%2048080&waypoints=50505%20Schoenherr%20Rd%20ste%20120%2C%20Shelby%20Township%2C%20Michigan%2C%2048315%7C13350%2024%20Mile%20Rd%20ste%20200%2C%20Shelby%20Township%2C%20Michigan%2C%2048315%7C43145%20Schoenherr%20Rd%2C%20Sterling%20Heights%2C%20Michigan%2C%2048313
Coty,W8,2026-09-21,C-W8D4,2,1,1,0,0,2,Village Of Clarkston (1) • New Boston (1),"R11, R15",Faith Internal Medicine & Urgent Care · Michigan Institute for Neurological Disorders (MIND) - Farmington Hills,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=21057%20Waltz%20Rd%2C%20NEW%20BOSTON%2C%20Michigan%2C%2048164&waypoints=5625%20Water%20Tower%20Place%2C%20Village%20of%20Clarkston%2C%20Michigan%2C%2048346
Coty,W9,2026-09-28,C-W9D1,10,6,4,0,0,12,Madison Heights (2) • Clinton Township (2) • Ferndale (1),"R01, R03, R07, R12, R13, R14",Midwest Center for Dermatology - Warren · Beaumont Associated Family Care - Warren,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=43900%20Garfield%20Rd%20ste%20222%2C%20Clinton%20Township%2C%20Michigan%2C%2048038&waypoints=911%20E%209%20Mile%20Rd%2C%20Ferndale%2C%20Michigan%2C%2048220%7C28200%20John%20R%20Road%2C%20Madison%20Heights%2C%20MI%2C%2048071%7C27483%20DeQuindre%20Rd%20suite%20302%2C%20Madison%20Heights%2C%20Michigan%2C%2048071%7C23411%20Ryan%20Rd%2C%20Warren%2C%20MI%2C%2048091%7C2405%20E%2014%20Mile%20Rd%2C%20Sterling%20Heights%2C%20MI%2C%2048310%7C15717%2015%20Mile%20Rd%2C%20Clinton%20Township%2C%20MI%2C%2048035%7C21000%20Twelve%20Mile%20Rd%20Suite%20105%2C%20St%20Clair%20Shores%2C%20Michigan%2C%2048081%7C23600%20Harper%20Ave%20ste%20103%20St%20Clair%20Shores%2C%20St.%20Clair%20Shores%2C%20Michigan%2C%2048080%7C19959%20Vernier%20Rd%2C%20Suite%20200%2C%20Harper%20Woods%2C%20MI%2C%2048225
Coty,W9,2026-09-28,C-W9D2,10,4,4,2,0,7,Southfield (2) • Howell (1) • Highland Charter Township (1),"R08, R10, R18, R22, R23, R26",Premier Private Physicians · Progressive Health Care,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=36367%20Harper%20Ave%2C%20Clinton%20Township%2C%20MI%2C%2048035&waypoints=1225%20S%20Latson%20Rd%20%23200%2C%20Howell%2C%20Michigan%2C%2048843%7C2330%20S%20Milford%20Rd%2C%20ste%20120%20Highland%2C%20Highland%20Charter%20Township%2C%20Michigan%2C%2048357%7C5701%20Bow%20Pointe%20Dr%20ste%20100%2C%20Clarkston%2C%20Michigan%2C%2048346%7C940%20W%20Avon%20Rd%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C75%20Barclay%20Circle%2C%20ste%20120%2C%20Rochester%2C%20MI%2C%2048307%7C29829%20Telegraph%20Rd%20suite%20200%2C%20Southfield%2C%20Michigan%2C%2048034%7C26400%20West%2012%20Mile%20Rd%2C%20Suite%20170%2C%20Southfield%2C%20MI%2C%2048034%7C28595%20Orchard%20Lake%20Road%2C%20ste%20200%2C%20Farmington%2C%20Michigan%2C%20483342977%7C15645%20Farmington%20Rd%2C%20Livonia%2C%20Michigan%2C%2048154
Coty,W9,2026-09-28,C-W9D3,4,3,1,0,0,3,Shelby Township (1) • New Haven (1) • New Baltimore (1),"R02, R09",Cornerstone Internal Medicine · Office of George Nassif MD,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=66440%20Gratiot%20Ave%2C%20Richmond%2C%20Michigan%2C%2048050&waypoints=50505%20Schoenherr%20Rd%20ste%20300%2C%20Shelby%20Township%2C%20Michigan%2C%2048315%7C58144%20Gratiot%20Ave%2C%20New%20Haven%2C%20Michigan%2C%2048048%7C34301%2023%20Mile%20Road%2C%20New%20Baltimore%2C%20MI%2C%2048047
Coty,W9,2026-09-28,C-W9D4,4,3,0,0,1,3,Sterling Heights (3) • Rochester Hills (1),"R13, R19, R20",Urgent Care Family · Premier Private Physicians,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=5195%2015%20Mile%20Rd%2C%20Sterling%20Heights%2C%20Michigan%2C%2048310&waypoints=633%20E%20South%20Blvd%20%231200%2C%20Rochester%20Hills%2C%20Michigan%2C%2048307%7C43200%20Dequindre%20Rd.%2C%20Ste%20104%20Sterling%20Heights%2C%20MI%2048314%2C%20United%20States%2C%20Sterling%20Heights%2C%20Michigan%2C%2048314%7C43200%20Dequindre%20Rd%2C%20Sterling%20Heights%2C%20Michigan%2C%2048314
Coty,W9,2026-09-28,C-W9D5,1,0,1,0,0,0,Trenton (1),R11,"GREAT LAKE PHYSICIANS, PC · Vital Medicine",https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=1675%20Kingsway%20Court%2C%20Trenton%2C%20Michigan%2C%2048183
Jasmine,W2,2026-08-10,J-W2D1,10,1,3,1,5,7,Novi (10),"R01, R27",Corewell Health Farmington hills Hospital family medicine · NORLIVO INTERNAL MEDICINE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=40015%20Grand%20River%20Ave%2C%20ste%20100%2C%20Novi%2C%20Michigan%2C%2048375&waypoints=47601%20GRAND%20RIVER%20AVE%20STE%20A218%2C%20NOVI%2C%20Michigan%2C%2048374%7C27204%20Beck%20Rd%2C%20Novi%2C%20Michigan%2C%2048374%7C44130%20W%2012%20MILE%20RD%2C%20NOVI%2C%20MI%2C%2048377%7C44000%20W%2012%20MILE%20RD%20STE%20100%2C%20NOVI%2C%20MI%2C%2048377%7C44000%20W%2012%20MILE%20RD%20STE%20200%2C%20NOVI%2C%20MI%2C%2048377%7C43535%20Grand%20River%2C%20Novi%2C%20Michigan%2C%2048375%7C25500%20MEADOWBROOK%20RD%20STE%20275%2C%20NOVI%2C%20MI%2C%2048375%7C25500%20MEADOWBROOK%20RD%20STE%20260%2C%20NOVI%2C%20Michigan%2C%2048375%7C25500%20Meadowbrook%20Rd%2C%20Novi%2C%20MI%2C%2048375-1878
Jasmine,W2,2026-08-10,J-W2D2,10,2,3,0,5,7,Livonia (10),R02,Corewell Health Farmington hills Hospital family medicine · NORLIVO INTERNAL MEDICINE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=15160%20Levan%20Rd%2C%20Livonia%2C%20Michigan%2C%2048154&waypoints=36650%20Five%20Mile%20Rd%20suite%20106%2C%20Livonia%2C%20Michigan%2C%2048154%7C36475%20Five%20Mile%20Rd%2C%20Livonia%2C%20Michigan%2C%2048154%7C36475%205%20MILE%20RD%2C%20LIVONIA%2C%20Michigan%2C%2048154%7C14555%20Levan%20Rd%20suite%20404%2C%20Livonia%2C%20Michigan%2C%2048154%7C14555%20Levan%20Rd%20suite%20308%2C%20Livonia%2C%20Michigan%2C%2048154%7C14555%20Levan%20Rd%20Ste%20302%2C%20Livonia%2C%20MI%2C%2048154-5085%7C14555%20Levan%20Road%2C%20Ste%20312%2C%20Livonia%2C%20Michigan%2C%2048154%7C15140%20Levan%20Rd%2C%20Livonia%2C%20Michigan%2C%2048154%7C15130%20Levan%20Rd%2C%20Livonia%2C%20MI%2C%2048154
Jasmine,W2,2026-08-10,J-W2D3,10,4,1,0,5,9,Livonia (9) • Inkster (1),"R05, R07",NORLIVO INTERNAL MEDICINE · A1 Family Medicine,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=27155%20CHERRY%20HILL%20RD%2C%20INKSTER%2C%20MI%2C%2048141&waypoints=29531%20Plymouth%20Road%2C%20Livonia%2C%20Michigan%2C%2048150%7C29539%20Plymouth%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150%7C11502%20Middlebelt%20Road%2C%20Livonia%2C%20Michigan%2C%2048150%7C29370%20Plymouth%20Road%2C%20Livonia%2C%20Michigan%2C%2048150%7C29370%20Plymouth%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150%7C28701%20Plymouth%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150%7C9555%20Middlebelt%20Road%2C%20Livonia%2C%20Michigan%2C%2048150%7C9460%20MIDDLEBELT%20RD%2C%20LIVONIA%2C%20MI%2C%2048150%7C9216%20Middlebelt%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150
Jasmine,W2,2026-08-10,J-W2D4,10,3,1,0,6,6,Canton (9) • Livonia (1),"R04, R29","IHA, Primary Care - Cherry Hill Village · Corewell Health Farmington hills Hospital family medicine",https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39000%20West%20Seven%20Mile%20Road%20STE%202600%2C%20Livonia%2C%20Michigan%2C%2048152&waypoints=43033%20Ford%20Road%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20North%20Haggerty%20Road%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20N%20Haggerty%20Road%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20N%20Haggerty%20Rd%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20North%20Haggerty%20Road%2C%20CANTON%2C%20Michigan%2C%2048187%7C2050%20North%20Haggerty%20Road%2C%20Canton%2C%20Michigan%2C%2048187%7C2050%20N%20HAGGERTY%20RD%20STE%20100%2C%20CANTON%2C%20MI%2C%2048187%7C6300%20N%20HAGGERTY%20RD%20STE%20220%2C%20CANTON%2C%20MI%2C%2048187%7C5900%20N%20LOTZ%20RD%2C%20CANTON%2C%20MI%2C%2048187
Jasmine,W2,2026-08-10,J-W2D5,10,3,2,0,5,6,Eastpointe (6) • Dearborn (3) • Detroit (1),"R06, R14",Frank Lanzilote DO-Family Practice · Roberts Orthopedic Services,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=17000%20E%2010%20Mile%20Rd%2C%20Eastpointe%2C%20MI%2C%2048021&waypoints=8740%20W%20Warren%20Ave%2C%20Dearborn%2C%20Michigan%2C%2048126%7C9550%20Dix%20Ave%2C%20Dearborn%2C%20Michigan%2C%2048120%7C9925%20Dix%20Ave%2C%20Dearborn%2C%20Michigan%2C%2048120%7C12871%20East%20Jefferson%20Avenue%2C%20Detroit%2C%20Michigan%2C%2048215%7C18161%20E%208%20Mile%20Rd%2C%20Eastpointe%2C%20Michigan%2C%2048021%7C18621%20East%209%20Mile%20Road%2C%20Eastpointe%2C%20Michigan%2C%2048021%7C24901%20Kelly%20Rd%2C%20Eastpointe%2C%20MI%2C%2048021%7C19070%20East%2010%20Mile%20Road%2C%20Eastpointe%2C%20Michigan%2C%2048021%7C17200%20E%2010%20Mile%20Rd%2C%20ste%20130%2C%20Eastpointe%2C%20MI%2C%20480212249
Jasmine,W3,2026-08-17,J-W3D1,10,2,1,0,7,5,Livonia (6) • Farmington Hills (4),"R08, R11",Freedom Medical Clinic (Trinity) · Dedicated senior Medical Center Detroit North,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=23800%20Orchard%20Lake%20Rd%2C%20Farmington%20Hills%2C%20Michigan%2C%2048336&waypoints=20321%20FARMINGTON%20RD%2C%20LIVONIA%2C%20MI%2C%2048152%7C20311%20Farmington%20Road%2C%20Livonia%2C%20Michigan%2C%2048152%7C20000%20Farmington%20Hills%2C%20Bldg%20E%2C%20Livonia%2C%20MI%2C%2048152%7C20290%20Middlebelt%20Rd%2C%20Livonia%2C%20Michigan%2C%2048152%7C28711%208%20Mile%20Rd%20Ste%20E%2C%20Livonia%2C%20MI%2C%2048152-2041%7C27810%20GRAND%20RIVER%20AVE%2C%20FARMINGTON%20HILLS%2C%20Michigan%2C%2048336%7C28080%20GRAND%20RIVER%20AVE%20STE%20207%2C%20FARMINGTON%20HILLS%2C%20MI%2C%2048336%7C28080%20GRAND%20RIVER%20AVE%20STE%20208N%2C%20FARMINGTON%20HILLS%2C%20MI%2C%2048336%7C28479%207%20MILE%20RD%2C%20LIVONIA%2C%20MI%2C%2048152
Jasmine,W3,2026-08-17,J-W3D2,10,2,0,1,7,3,Novi (8) • Brighton (1) • New Hudson (1),R09,ASCENSION MEDICAL GROUP WEST BLOOMFIELD FAMILY PRACTICE · Freedom Medical Clinic (Trinity),https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=30880%20BECK%20RD%2C%20NOVI%2C%20MI%2C%2048377&waypoints=10415%20Grand%20River%20Rd%2C%20Ste%20300%2C%20Brighton%2C%20Michigan%2C%2048116%7C55840%20Grand%20River%20Ave%20ste%20300%2C%20New%20Hudson%2C%20Michigan%2C%2048165%7C26750%20Providence%20Pkwy%20ste%20220%2C%20Novi%2C%20Michigan%2C%2048374%7C26750%20PROVIDENCE%20PKWY%20STE%20200%2C%20NOVI%2C%20MI%2C%2048374%7C26850%20Providence%20Parkway%2C%20Novi%2C%20Michigan%2C%2048374%7C26850%20PROVIDENCE%20PKWY%20STE%20420%2C%20NOVI%2C%20Michigan%2C%2048374%7C26850%20PROVIDENCE%20PKWY%20STE%20370%2C%20NOVI%2C%20MI%2C%2048374%7C26850%20Providence%20Parkway%2C%20ste%20505%2C%20Novi%2C%20Michigan%2C%2048374%7C26850%20Providence%20Parkway%20Ste%20420%2C%20Novi%2C%20Michigan%2C%2048374
Jasmine,W3,2026-08-17,J-W3D3,10,2,2,0,6,3,Southfield (3) • Dearborn Heights (2) • Livonia (1),"R10, R18",Dedicated senior Medical Center Detroit North · Freedom Medical Clinic (Trinity),https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=5728%20Schaefer%20Road%2C%20Dearborn%2C%20Michigan%2C%2048126&waypoints=27550%20Joy%20Rd%2C%20Livonia%2C%20Michigan%2C%2048150%7C27144%20Joy%20Rd%2C%20Redford%2C%20MI%2C%2048239%7C25350%20West%20Warren%20Street%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048127%7C24548%20West%20Warren%20Street%2C%20Dearborn%20Heights%2C%20Michigan%2C%2048127%7C16226%20Grand%20River%20Ave%2C%20Detroit%2C%20Michigan%2C%2048227%7C22250%20Providence%20Drive%2C%20ste%20401%2C%20Southfield%2C%20Michigan%2C%2048075%7C22250%20PROVIDENCE%20DR%20STE%20301%2C%20SOUTHFIELD%2C%20Michigan%2C%2048075%7C26185%20Greenfield%20Rd%2C%20Southfield%2C%20Michigan%2C%2048076%7C30851%20Stephenson%20Hwy%2C%20Madison%20Heights%2C%20MI%2C%2048071
Jasmine,W3,2026-08-17,J-W3D4,10,2,1,0,7,2,Belleville (4) • Ypsilanti (3) • Canton (3),"R12, R20",UofM Canton Health Center General Medicine · Care Medical Clinic of Canton,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=1600%20S%20CANTON%20CENTER%20RD%20STE%202200%2C%20CANTON%2C%20MI%2C%2048188&waypoints=5315%20Elliot%20Dr%2C%20suite%20301%2C%20Ypsilanti%2C%20Michigan%2C%2048197%7C428%20S%20Grove%20St%2C%20Ypsilanti%2C%20Michigan%2C%2048198%7C1159%20E%20Michigan%20Ave%2C%20Ypsilanti%2C%20MI%2C%20481985807%7C11650%20Belleville%20Road%2C%20Belleville%2C%20Michigan%2C%2048111%7C265%20main%20st%2C%20BELLEVILLE%2C%20Michigan%2C%2048111%7C201%203RD%20ST%20STE%20200%2C%20BELLEVILLE%2C%20Michigan%7C25%20Owen%20Street%2C%20Belleville%2C%20Michigan%2C%2048111%7C1600%20S%20Canton%20Center%20Road%2C%20Suite%20200%2C%20CANTON%2C%20Michigan%2C%2048188%7C1600%20S%20Canton%20Center%20Road%2C%20Canton%2C%20Michigan%2C%2048188
Jasmine,W3,2026-08-17,J-W3D5,10,1,1,0,8,1,Dearborn (9) • Dearborn Heights (1),R15,PEDIATRIC AND ADOLESCENT CENTER · Dedicated senior Medical Center Detroit North,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=5245%20Schaefer%20Rd%2C%20Dearborn%2C%20Michigan%2C%2048126&waypoints=20211%20ANN%20ARBOR%20TRL%2C%20DEARBORN%20HEIGHTS%2C%20MI%2C%2048127%7C17000%20Hubbard%20Dr%2C%20Dearborn%2C%20Michigan%2C%2048126%7C6%20parklane%20Blvd%2C%20Suite%20436%2C%20DEARBORN%2C%20Michigan%2C%2048126%7C4726%20Greenfield%20Rd%2C%20Dearborn%2C%20Michigan%2C%2048126%7C4700%20Greenfield%20Rd%2C%20Dearborn%2C%20Michigan%2C%2048126%7C15400%20Michigan%20Ave%2C%20Dearborn%2C%20Michigan%2C%2048126%7C15120%20Michigan%20Ave%2C%20Ste%20A%2C%20Dearborn%2C%20Michigan%2C%2048126%7C15044%20Michigan%20Ave%2C%20Dearborn%2C%20Michigan%2C%2048126%7C4700%20Schaefer%20Rd%2C%20Suite%20240%2C%20Dearborn%2C%20MI%2C%20481263698
